"X","GAD1","GAD2","GAD3","GAD4","GAD5","GAD6","GAD7","GADE","SWL1","SWL2","SWL3","SWL4","SWL5","Game","Platform","Hours","whyplay","streams","SPIN1","SPIN2","SPIN3","SPIN4","SPIN5","SPIN6","SPIN7","SPIN8","SPIN9","SPIN10","SPIN11","SPIN12","SPIN13","SPIN14","SPIN15","SPIN16","SPIN17","Narcissism","Gender","Age","Work","Degree","Birthplace","Residence","Playstyle","GAD_T","SWL_T","SPIN_T","Anxiety"
13548,1,0,0,0,0,1,0,"Not difficult at all",6,7,5,5,2,"League of Legends","PC",5,"Fun",9,2,0,1,1,0,0,0,0,0,0,0,0,0,1,1,1,0,2,"Male",19,"Student","High School","Canada","USA","Multiplayer",2,25,7,0
13549,0,0,1,0,1,2,0,"Not difficult at all",6,6,6,6,6,"League of Legends","PC",20,"Fun",2,0,1,0,1,1,0,0,0,1,0,2,0,0,0,0,0,1,1,"Male",18,"Student","High School","USA","USA","Multiplayer",4,30,7,0
13550,0,0,0,0,0,1,0,"Not difficult at all",2,2,6,1,7,"League of Legends","PC",35,"Competition",30,0,0,0,4,1,0,4,3,0,0,1,0,0,0,0,0,2,2,"Male",20,"Student","High School","USA","USA","Multiplayer",1,18,15,0
13554,1,1,1,1,0,2,0,"Somewhat difficult",3,3,3,3,5,"League of Legends","PC",7,"Fun",7,1,1,1,3,1,0,2,1,3,0,3,0,2,1,0,2,3,2,"Male",24,"Employed","High School","USA","USA","Multiplayer",6,17,24,0
13556,3,2,1,3,0,2,3,"Extremely difficult",2,4,3,2,1,"League of Legends","PC",14,"Fun",1,3,2,4,4,2,4,4,4,4,4,4,2,0,4,3,4,0,2,"Female",21,"Student","None","USA","USA","Multiplayer",14,12,52,1
13557,0,0,0,0,0,2,0,"Somewhat difficult",2,4,2,1,3,"League of Legends","PC",20,"Fun",5,1,3,1,3,0,2,1,0,1,3,2,0,0,3,1,0,1,1,"Male",18,"Student","High School","Canada","Canada","Multiplayer",2,12,22,0
13558,0,0,0,1,1,1,0,"Somewhat difficult",5,6,6,7,3,"League of Legends","PC",20,"Competition",5,4,2,1,2,0,1,1,0,0,1,1,0,1,0,1,4,2,2,"Male",18,"Student","High School","Iran","USA","Multiplayer",3,27,21,0
13559,1,3,0,2,1,3,0,"Very difficult",1,3,2,3,1,"Other","PC",12,"Competition",15,0,1,1,4,4,4,4,4,4,2,4,4,4,4,4,2,4,3,"Male",18,"Student","High School","USA","USA","Multiplayer",10,10,54,1
13560,2,1,0,0,0,0,0,"Not difficult at all",2,2,2,1,1,"Other","PC",50,"Competition",10,2,2,3,3,3,3,3,3,3,2,2,2,1,1,2,1,0,1,"Male",18,"Student","High School","Australia","Australia","Multiplayer",3,8,36,0
13561,1,0,1,1,0,0,0,"Somewhat difficult",6,6,6,6,5,"League of Legends","PC",25,"Competition",10,0,0,1,2,1,0,3,3,2,3,1,0,0,3,1,1,2,1,"Male",18,"Student","High School","USA","USA","Multiplayer",3,29,23,0
13562,1,0,0,0,0,1,0,"Not difficult at all",3,3,3,5,3,"League of Legends","PC",20,"Competition",8,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,3,"Male",24,"Employed","Bachelors","USA","USA","Multiplayer",2,17,1,0
13563,0,0,0,0,0,1,0,"Not difficult at all",6,6,6,7,7,"Starcraft 2","PC",20,"Competition",1,1,1,1,1,4,2,1,1,0,1,1,4,0,1,4,1,0,4,"Female",25,"Employed","Bachelors","Singapore","USA","Multiplayer",1,32,24,0
13565,1,1,1,1,1,0,1,"Very difficult",3,6,4,4,3,"League of Legends","PC",5,"Fun",10,0,2,0,2,1,0,1,0,1,0,1,0,1,1,1,0,1,3,"Male",24,"Student","Bachelors","Romania","Romania","Multiplayer",6,20,12,0
13566,2,2,2,3,1,1,2,"Somewhat difficult",2,3,2,1,2,"League of Legends","PC",20,"Fun",7,0,0,0,2,1,1,3,2,1,1,1,0,0,1,0,0,1,1,"Male",21,"Student","High School","USA","USA","Multiplayer",13,10,14,1
13567,1,1,0,2,0,2,0,"Somewhat difficult",2,2,1,2,2,"League of Legends","PC",40,"Fun",0,1,0,1,1,1,0,1,1,0,1,0,1,1,0,0,0,0,3,"Male",18,"Student","High School","Sweden","Sweden","Multiplayer",6,9,9,0
13568,2,1,3,0,0,3,1,"Very difficult",1,5,1,2,1,"Other","PC",10,"Competition",10,0,2,0,3,2,1,3,1,4,0,4,2,2,1,2,0,1,2,"Male",22,"Employed","Bachelors","Germany","Germany","Multiplayer",10,10,28,1
13569,2,2,3,2,1,0,1,"Somewhat difficult",5,4,5,3,5,"League of Legends","PC",20,"Fun",3,1,1,0,2,1,1,3,0,2,1,3,2,2,1,1,1,3,3,"Male",20,"Student","High School","USA","USA","Multiplayer",11,22,25,1
13570,0,0,1,0,0,0,0,"Not difficult at all",4,5,3,2,2,"League of Legends","PC",12,"Fun",3,1,0,1,2,2,3,0,1,3,1,1,0,0,1,1,0,1,1,"Male",18,"Student","High School","USA","USA","Multiplayer",1,16,18,0
13571,1,0,1,1,1,0,0,"Not difficult at all",7,7,7,6,2,"League of Legends","PC",6,"Competition",17,0,1,1,1,0,0,0,2,1,0,0,0,0,0,0,0,0,2,"Male",19,"Student","High School","Finland","Australia","Multiplayer",4,29,6,0
13573,1,0,1,0,1,0,0,"Not difficult at all",6,6,7,6,2,"League of Legends","PC",10,"Fun",3,0,0,0,3,1,0,0,0,1,0,2,0,0,1,0,0,0,2,"Male",21,"Employed","High School","Germany","Germany","Multiplayer",3,27,8,0
13574,1,0,0,0,2,1,0,"Not difficult at all",5,5,7,6,3,"League of Legends","PC",12,"Fun",17,1,0,0,0,3,0,1,0,0,0,0,3,0,0,0,2,0,1,"Male",21,"Student","Bachelors","Canada","Canada","Multiplayer",4,26,10,0
13575,0,0,0,0,1,0,0,"Not difficult at all",6,7,6,6,6,"Other","PC",12,"Fun",2,1,1,2,0,1,0,0,2,2,0,0,0,0,1,2,0,1,3,"Male",22,"Employed","Bachelors","Switzerland","Australia","Singleplayer",1,31,13,0
13576,0,0,0,0,0,0,0,"Somewhat difficult",2,4,4,3,3,"League of Legends","PC",25,"Fun",4,1,1,0,2,2,2,1,1,2,1,2,2,1,2,3,2,1,1,"Male",21,"Student","High School","USA","USA","Multiplayer",0,16,26,0
13577,0,0,0,1,0,0,0,"Not difficult at all",5,5,6,5,3,"League of Legends","PC",14,"Fun",10,0,1,0,0,1,0,1,0,0,0,2,0,0,0,1,0,0,2,"Male",19,"Student","High School","USA","USA","Multiplayer",1,24,6,0
13578,1,1,1,1,3,1,1,"Somewhat difficult",2,7,4,6,2,"League of Legends","PC",16,"Fun",1,0,1,2,2,2,2,0,2,1,3,1,1,1,1,1,1,1,3,"Male",19,"Student","High School","USA","USA","Multiplayer",9,21,22,0
13579,0,0,1,1,0,0,0,"Not difficult at all",6,7,7,6,7,"League of Legends","PC",20,"Competition",10,0,1,0,1,0,0,0,2,2,0,1,0,0,0,1,0,0,1,"Male",19,"Student","High School","USA","USA","Multiplayer",2,33,8,0
13580,1,1,2,0,0,0,0,"Not difficult at all",5,7,4,5,4,"League of Legends","PC",50,"Fun",3,1,0,1,2,0,1,0,1,3,2,4,0,0,4,1,0,0,1,"Male",23,"Student","Bachelors","Japan","USA","Multiplayer",4,25,20,0
13581,3,2,2,1,0,0,3,"Not difficult at all",4,6,6,6,5,"League of Legends","PC",40,"Competition",20,0,4,3,4,4,4,0,0,0,2,4,4,0,4,4,0,0,1,"Male",19,"Student","High School","Australia","Australia","Multiplayer",11,27,37,1
13582,1,0,0,1,2,0,0,"Not difficult at all",2,4,3,5,2,"League of Legends","PC",20,"Fun",21,2,1,2,1,0,1,0,3,2,0,0,0,1,1,1,0,0,2,"Male",19,"Student","High School","USA","USA","Multiplayer",4,16,15,0
13583,3,3,3,3,3,0,0,"Extremely difficult",6,6,2,5,2,"League of Legends","PC",25,"Fun",5,1,2,1,3,3,3,0,0,2,2,4,1,0,1,3,1,0,1,"Male",21,"Student","High School","USA","USA","Multiplayer",15,21,27,1
13584,0,1,1,0,0,0,1,"Very difficult",6,7,6,3,5,"League of Legends","PC",30,"Competition",15,1,3,1,2,2,2,3,1,3,1,4,0,2,2,3,0,3,2,"Male",24,"Student","High School","USA","USA","Multiplayer",3,27,33,0
13585,3,3,3,3,0,3,3,"Extremely difficult",2,5,1,1,1,"League of Legends","PC",14,"Fun",16,2,2,1,1,3,2,3,2,2,1,4,4,4,1,1,0,1,4,"Male",19,"Student","High School","Russia","Canada","Multiplayer",18,10,34,1
13586,3,2,2,1,2,2,2,"Somewhat difficult",1,1,2,2,1,"League of Legends","PC",15,"Fun",10,0,0,0,0,0,0,0,2,2,0,0,0,0,0,0,0,0,1,"Male",25,"Employed","High School","USA","USA","Singleplayer",14,7,4,1
13587,1,1,1,0,0,1,1,"Somewhat difficult",1,4,1,1,3,"League of Legends","PC",30,"Competition",3,0,2,1,1,2,3,3,1,1,0,3,1,3,3,2,0,1,2,"Male",19,"Unemployed","None","Ireland","Ireland","Multiplayer",5,10,27,0
13588,1,0,1,1,2,1,0,"Somewhat difficult",2,2,4,2,2,"League of Legends","PC",30,"Competition",10,0,1,1,0,0,1,1,1,1,0,1,1,0,1,1,0,0,2,"Male",21,"Employed","High School","USA","USA","Multiplayer",6,12,10,0
13589,0,0,1,1,1,0,0,"Not difficult at all",4,5,5,4,3,"League of Legends","PC",15,"Competition",45,1,0,1,0,1,1,0,0,0,0,2,0,0,0,0,0,0,1,"Male",21,"Student","High School","USA","USA","Multiplayer",3,21,6,0
13590,0,0,0,0,0,0,0,"Not difficult at all",2,5,1,2,2,"League of Legends","PC",10,"Fun",15,0,1,0,1,1,2,0,0,0,1,3,0,0,0,0,0,0,1,"Male",18,"Student","High School","Philippines","USA","Multiplayer",0,12,9,0
13592,0,0,1,0,0,0,0,"Not difficult at all",3,5,7,6,7,"League of Legends","PC",14,"Competition",3,1,3,0,1,1,2,0,0,0,4,0,0,0,0,0,0,0,1,"Female",21,"Student","Bachelors","USA","USA","Multiplayer",1,28,12,0
13593,1,1,1,0,0,2,0,"Somewhat difficult",3,3,5,2,1,"League of Legends","PC",15,"Competition",20,1,0,0,1,1,0,2,1,0,1,2,1,0,0,1,1,2,2,"Male",23,"Student","High School","Canada","Canada","Multiplayer",5,14,14,0
13594,0,0,1,0,0,0,1,"Somewhat difficult",6,7,7,7,5,"League of Legends","PC",25,"Competition",16,0,2,4,3,3,3,2,2,2,1,2,2,1,2,3,2,3,2,"Male",18,"Student","High School","USA","USA","Multiplayer",2,32,37,0
13595,1,0,1,0,0,0,0,"Somewhat difficult",3,6,6,1,2,"League of Legends","PC",28,"Competition",20,0,3,1,2,2,1,0,0,0,0,4,2,0,1,4,0,0,3,"Male",20,"Employed","High School","Canada","Canada","Multiplayer",2,18,20,0
13596,0,0,1,1,0,2,0,"Somewhat difficult",6,4,5,2,1,"League of Legends","PC",8,"Fun",8,1,0,0,1,2,4,0,0,0,0,0,2,0,0,1,1,1,1,"Male",18,"Student","High School","Philippines","USA","Multiplayer",4,18,13,0
13598,0,0,0,0,1,1,0,"Not difficult at all",6,6,7,7,7,"League of Legends","PC",16,"Competition",2,1,2,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,2,"Male",24,"Employed","Bachelors","Australia","Australia","Multiplayer",2,33,5,0
13599,1,1,2,1,0,2,1,"Somewhat difficult",3,6,5,2,3,"League of Legends","PC",20,"Competition",3,0,2,1,2,3,1,1,0,1,1,3,2,0,1,1,0,1,2,"Male",20,"Student","High School","Australia","Australia","Multiplayer",8,19,20,0
13600,1,0,2,1,0,1,0,"Somewhat difficult",2,6,3,2,6,"League of Legends","PC",10,"Fun",8,0,1,2,1,2,3,0,1,1,0,2,3,0,1,0,0,0,1,"Female",21,"Student","High School","India","Canada","Multiplayer",5,19,17,0
13601,0,0,1,3,2,3,3,"Somewhat difficult",5,6,7,5,1,"Other","PC",7,"Fun",1,2,0,0,1,2,2,4,0,0,0,4,0,0,1,0,1,1,1,"Male",18,"Student","High School","USA","USA","Multiplayer",12,24,18,1
13602,0,0,0,0,0,1,0,"Not difficult at all",3,7,6,4,6,"League of Legends","PC",15,"Competition",20,1,3,2,3,1,3,2,1,4,2,3,0,1,2,3,1,4,1,"Male",18,"Student","High School","Canada","Canada","Multiplayer",1,26,36,0
13603,1,1,2,1,1,3,1,"Somewhat difficult",3,4,4,4,5,"Other","PC",30,"Competition",10,2,3,0,1,3,2,0,0,2,3,1,2,0,2,3,3,2,3,"Male",21,"Employed","Bachelors","USA","USA","Multiplayer",10,20,29,1
13604,0,0,0,0,0,1,0,"Not difficult at all",3,5,4,3,4,"League of Legends","PC",18,"Competition",4,1,0,2,2,2,2,0,1,4,2,4,0,0,1,3,2,2,1,"Male",20,"Student","High School","USA","USA","Multiplayer",1,19,28,0
13605,1,1,1,1,1,2,0,"Not difficult at all",1,4,2,3,2,"Heroes of the Storm","PC",84,"Competition",14,0,1,1,0,0,0,1,2,3,0,3,0,0,2,2,0,0,2,"Male",24,"Unemployed","High School","New Zealand","UK","Multiplayer",7,12,15,0
13606,1,3,3,3,0,3,1,"Somewhat difficult",1,3,2,1,1,"League of Legends","PC",10,"Fun",5,1,1,1,2,0,1,2,4,4,0,4,2,2,4,4,4,2,3,"Male",21,"Employed","Bachelors","Canada","Canada","Singleplayer",14,8,38,1
13608,1,1,0,1,0,0,1,"Not difficult at all",1,3,3,3,3,"League of Legends","PC",50,"Fun",2,2,1,3,3,1,2,1,1,1,3,2,0,1,1,2,1,1,3,"Male",20,"Unemployed","High School","Germany","Germany","Multiplayer",4,13,26,0
13609,0,0,0,0,0,0,0,"Not difficult at all",4,3,4,3,3,"League of Legends","PC",4,"Competition",30,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,"Male",20,"Student","High School","USA","USA","Multiplayer",0,17,17,0
13610,0,0,0,0,0,0,0,"Somewhat difficult",5,5,4,5,3,"League of Legends","PC",20,"Fun",3,1,0,1,1,1,1,1,3,3,2,2,2,1,1,2,1,1,1,"Male",23,"Employed","Bachelors","Philippines","Philippines","Multiplayer",0,22,24,0
13611,1,0,1,1,1,2,1,"Somewhat difficult",2,2,3,2,2,"League of Legends","PC",12,"Fun",1,2,1,1,2,0,2,2,0,3,1,4,1,0,1,2,1,2,3,"Male",21,"Unemployed","High School","USA","USA","Multiplayer",7,11,25,0
13612,1,1,1,2,0,2,0,"Somewhat difficult",2,3,2,2,1,"League of Legends","PC",20,"Competition",10,1,0,1,2,1,1,2,3,1,0,2,0,0,1,0,1,1,2,"Male",31,"Student","High School","USA","USA","Multiplayer",7,10,17,0
13613,2,2,2,3,1,2,2,"Somewhat difficult",4,3,3,4,1,"League of Legends","PC",40,"Competition",1,2,1,2,0,1,0,0,2,4,1,4,1,0,1,2,4,1,2,"Male",28,"Student","High School","USA","USA","Multiplayer",14,15,26,1
13615,0,0,0,0,0,1,0,"Not difficult at all",6,6,7,7,6,"League of Legends","PC",20,"Competition",5,1,1,0,1,1,1,0,0,1,0,1,0,0,1,1,0,0,1,"Male",28,"Employed","Bachelors","USA","USA","Multiplayer",1,32,9,0
13616,2,2,2,2,2,2,2,"Somewhat difficult",2,5,3,2,1,"League of Legends","PC",25,"Competition",16,1,1,1,3,1,2,1,0,1,2,3,2,0,1,3,1,2,2,"Male",20,"Student","High School","Canada","Canada","Multiplayer",14,13,25,1
13617,0,0,0,0,3,0,0,"Somewhat difficult",2,5,6,4,7,"League of Legends","PC",48,"Competition",10,2,4,4,4,4,4,4,4,4,4,4,4,2,4,4,4,4,2,"Male",19,"Student","High School","USA","USA","Multiplayer",3,24,64,0
13618,3,3,2,0,3,2,3,"Somewhat difficult",1,6,5,2,1,"League of Legends","PC",21,"Fun",4,2,3,2,4,3,4,1,3,2,1,1,1,1,2,0,0,1,4,"Male",18,"Student","High School","India","India","Multiplayer",16,15,31,1
13619,1,0,0,0,0,1,0,"Not difficult at all",2,3,3,2,2,"League of Legends","PC",14,"Fun",4,0,1,1,0,0,0,0,3,1,0,3,0,2,0,0,0,0,1,"Male",26,"Employed","High School","Germany","Germany","Multiplayer",2,12,11,0
13620,1,1,1,0,0,2,0,"Somewhat difficult",3,4,6,4,3,"League of Legends","PC",21,"Fun",5,1,1,1,2,0,1,2,0,1,1,1,0,0,1,0,0,0,3,"Female",20,"Student","None","USA","USA","Multiplayer",5,20,12,0
13621,0,0,0,0,0,1,0,"Not difficult at all",5,6,6,4,2,"League of Legends","PC",50,"Fun",6,1,0,0,2,1,0,0,0,0,0,0,2,0,0,0,0,0,2,"Male",21,"Unemployed","High School","USA","USA","Multiplayer",1,23,6,0
13623,0,2,1,2,2,3,3,"Somewhat difficult",1,1,1,1,1,"League of Legends","PC",20,"Fun",5,0,2,0,4,0,0,1,4,4,0,1,0,0,1,0,0,0,2,"Male",24,"Student","High School","Germany","Germany","Multiplayer",13,5,17,1
13624,0,0,0,1,1,2,0,"Not difficult at all",6,6,6,5,3,"League of Legends","PC",18,"Competition",10,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,2,"Male",18,"Student","None","USA","USA","Multiplayer",4,26,2,0
13625,1,1,2,0,0,0,0,"Not difficult at all",5,4,5,4,4,"League of Legends","PC",30,"Competition",5,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,4,"Male",18,"Student","None","USA","USA","Multiplayer",4,22,3,0
13626,0,1,2,0,0,1,0,"Not difficult at all",5,6,6,6,3,"Counter Strike","PC",30,"Competition",15,1,1,1,0,3,3,2,0,2,0,2,2,0,2,4,2,2,3,"Male",18,"Student","High School","USA","USA","Multiplayer",4,26,27,0
13628,2,2,1,2,0,1,2,"Somewhat difficult",6,6,7,6,5,"League of Legends","PC",10,"Competition",20,2,2,0,3,1,0,4,0,1,0,0,1,0,1,1,1,3,1,"Male",18,"Student","High School","USA","USA","Multiplayer",10,30,20,1
13629,0,0,0,0,0,1,0,"Not difficult at all",3,4,6,5,6,"League of Legends","PC",10,"Fun",3,0,0,0,2,1,1,0,1,2,1,1,0,0,0,0,0,0,1,"Male",20,"Student","High School","New Zealand","New Zealand ","Multiplayer",1,24,9,0
13630,0,0,1,1,1,1,0,"Not difficult at all",3,5,6,5,6,"League of Legends","PC",15,"Competition",7,0,0,0,2,1,1,2,2,0,0,4,0,0,1,2,1,2,1,"Male",21,"Employed","High School","USA","USA","Multiplayer",4,25,18,0
13631,0,0,0,0,1,0,0,"Not difficult at all",1,1,2,2,5,"League of Legends","PC",35,"Competition",70,0,2,1,4,0,1,0,4,1,0,3,0,0,0,0,0,0,2,"Male",19,"Unemployed","High School","USA","USA","Multiplayer",1,11,16,0
13632,0,0,0,0,0,0,0,"Not difficult at all",3,5,5,3,3,"League of Legends","PC",12,"Fun",6,0,1,0,1,0,1,0,0,1,0,0,0,0,0,0,0,1,2,"Male",22,"Student","Bachelors","Australia","Australia","Multiplayer",0,19,5,0
13633,1,1,0,1,0,1,1,"Somewhat difficult",3,4,5,5,2,"League of Legends","PC",13,"Competition",6,1,1,2,3,4,3,1,1,4,3,0,1,0,0,3,0,0,1,"Male",19,"Student","High School","USA","USA","Multiplayer",5,19,27,0
13634,2,3,3,2,0,3,2,"Extremely difficult",6,4,6,1,6,"League of Legends","PC",60,"Competition",10,2,2,1,0,3,2,2,3,2,0,4,3,0,2,2,1,1,5,"Male",19,"Student","High School","Greece","Greece","Multiplayer",15,23,30,1
13635,3,3,3,2,1,0,2,"Very difficult",4,4,3,4,3,"League of Legends","PC",25,"Fun",10,0,1,1,2,0,0,1,0,0,1,0,0,0,0,0,0,0,2,"Male",24,"Employed","Bachelors","USA","USA","Multiplayer",14,18,6,1
13636,2,1,1,1,0,2,2,"Very difficult",5,6,2,2,2,"League of Legends","PC",25,"Competition",20,1,2,2,3,3,2,0,2,1,0,2,2,0,3,3,0,4,3,"Male",18,"Employed","High School","USA","USA","Multiplayer",9,17,30,0
13637,0,0,0,0,0,1,0,"Not difficult at all",1,1,1,1,1,"League of Legends","PC",50,"Fun",20,0,1,1,3,1,1,0,1,4,1,4,0,0,1,0,0,0,1,"Male",23,"Unemployed","None","Sweden","Sweden","Multiplayer",1,5,18,0
13638,1,0,1,0,0,0,0,"Not difficult at all",2,2,5,4,3,"Other","Console",13,"Competition",0,1,2,1,4,4,4,0,0,0,0,4,3,0,0,0,0,0,1,"Male",19,"Student","High School","Canada","Canada","Multiplayer",2,16,23,0
13639,0,1,0,1,0,0,0,"Not difficult at all",4,5,5,5,4,"League of Legends","PC",7,"Fun",5,1,1,1,1,0,0,1,0,1,0,0,0,0,2,1,0,1,2,"Male",18,"Student","High School","USA","USA","Multiplayer",2,23,10,0
13641,1,0,1,1,0,0,0,"Not difficult at all",5,6,6,5,7,"League of Legends","PC",4,"Fun",5,1,2,3,2,2,1,1,2,3,3,2,0,0,1,1,0,2,1,"Male",21,"Student","Bachelors","USA","USA","Multiplayer",3,29,26,0
13642,2,2,2,0,0,0,2,"Very difficult",6,6,6,6,4,"League of Legends","PC",21,"Fun",1,0,0,0,3,0,0,0,3,0,4,0,0,3,0,0,0,0,3,"Male",21,"Student","High School","Mexico","Mexico","Multiplayer",8,28,13,0
13643,0,1,1,0,0,2,2,"Somewhat difficult",5,4,7,5,7,"League of Legends","PC",17,"Fun",2,1,2,1,2,0,0,3,0,2,1,2,2,0,1,3,1,0,1,"Male",21,"Student","High School","Belgium","Belgium","Multiplayer",6,28,21,0
13644,3,3,3,3,3,3,3,"Very difficult",1,4,4,4,1,"League of Legends","PC",50,"Competition",20,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,"Male",19,"Employed","None","Finland","Finland","Multiplayer",21,14,34,1
13645,0,0,0,2,0,2,2,"Not difficult at all",6,5,4,3,6,"League of Legends","PC",40,"Competition",20,2,0,0,0,1,0,0,0,0,0,4,1,0,0,0,0,4,1,"Male",18,"Student","High School","USA","USA","Multiplayer",6,24,12,0
13646,2,1,3,1,0,0,0,"Not difficult at all",3,4,5,5,2,"Other","PC",30,"Fun",2,1,4,2,4,4,4,4,1,4,2,4,2,3,4,4,1,4,2,"Male",18,"Employed","High School","USA","USA","Multiplayer",7,19,52,0
13647,2,2,2,2,2,3,0,"Somewhat difficult",2,7,4,3,2,"League of Legends","PC",20,"Fun",6,1,3,1,4,4,2,4,3,4,2,4,3,3,3,3,1,0,1,"Male",19,"Student","High School","New Zealand","New Zealand ","Multiplayer",13,18,45,1
13648,2,1,1,1,0,1,0,"Somewhat difficult",5,4,7,4,3,"League of Legends","PC",25,"Fun",8,1,3,3,2,3,2,1,4,2,2,1,3,1,3,3,1,3,2,"Male",18,"Student","None","USA","USA","Multiplayer",6,23,38,0
13649,1,0,0,1,0,0,0,"Somewhat difficult",6,6,7,6,5,"Other","PC",20,"Fun",5,0,1,1,1,1,1,0,1,0,0,1,0,0,1,0,0,0,1,"Male",22,"Student","Bachelors","USA","USA","Multiplayer",2,30,8,0
13650,1,0,2,1,0,0,1,"Not difficult at all",2,2,3,4,3,"League of Legends","PC",17,"Competition",6,2,2,1,3,3,1,1,0,0,3,1,2,1,1,2,2,1,2,"Male",18,"Student","High School","Russia","Russia","Multiplayer",5,14,26,0
13651,3,3,2,1,0,3,3,"Extremely difficult",1,5,2,2,1,"League of Legends","PC",30,"Competition",1,0,0,1,3,3,3,0,0,2,0,0,2,2,1,3,0,0,2,"Male",27,"Student","High School","USA","USA","Multiplayer",15,11,20,1
13652,0,0,1,0,0,1,0,"Not difficult at all",3,6,5,6,3,"League of Legends","PC",21,"Competition",20,0,0,1,1,0,0,0,0,1,0,1,0,0,0,1,0,0,1,"Male",23,"Employed","Bachelors","USA","USA","Multiplayer",2,23,5,0
13653,3,0,0,0,3,3,0,"Not difficult at all",7,7,7,7,7,"League of Legends","PC",40,"Competition",20,2,3,4,3,4,0,0,2,3,0,3,0,2,3,4,4,4,3,"Male",25,"Unemployed","Bachelors","USA","USA","Multiplayer",9,35,41,0
13654,1,1,1,0,1,1,0,"Not difficult at all",5,6,7,5,7,"League of Legends","PC",10,"Competition",12,2,3,1,2,4,1,1,1,2,1,4,0,0,1,0,0,0,1,"Male",18,"Student","None","Poland","Poland","Multiplayer",5,30,23,0
13655,1,1,1,1,0,1,1,"Somewhat difficult",4,4,6,3,3,"League of Legends","PC",18,"Competition",4,2,0,0,0,2,1,0,0,0,0,0,1,0,0,1,0,0,1,"Male",18,"Student","None","Ukraine","Israel","Multiplayer",6,20,7,0
13657,2,2,2,3,3,1,2,"Somewhat difficult",1,1,1,1,1,"League of Legends","PC",10,"Competition",18,1,2,4,4,2,4,0,4,4,4,4,4,2,4,4,1,0,1,"Male",20,"Student","High School","USA","USA","Multiplayer",15,5,48,1
13658,0,0,0,0,0,1,0,"Not difficult at all",3,3,6,2,2,"Other","PC",18,"Competition",5,0,2,0,1,0,1,0,0,1,1,2,1,2,1,1,1,1,2,"Male",20,"Student","High School","Netherlands","Netherlands","Multiplayer",1,16,15,0
13659,1,0,1,0,0,1,0,"Not difficult at all",4,4,5,5,5,"League of Legends","PC",10,"Competition",2,1,2,2,2,1,1,0,1,2,2,4,0,1,1,1,1,2,2,"Male",22,"Student","High School","USA","USA","Multiplayer",3,23,24,0
13661,1,0,1,1,1,2,0,"Somewhat difficult",6,6,6,5,3,"League of Legends","PC",25,"Fun",11,1,2,3,2,1,2,2,4,2,1,2,1,0,1,1,1,2,3,"Male",18,"Student","High School","USA","USA","Multiplayer",6,26,28,0
13662,1,1,1,2,1,2,1,"Somewhat difficult",2,2,3,2,1,"League of Legends","PC",10,"Competition",2,1,1,1,0,3,1,0,1,4,1,3,1,1,1,2,0,0,2,"Male",18,"Student","High School","USA","USA","Multiplayer",9,10,21,0
13664,0,0,1,1,0,0,1,"Somewhat difficult",1,2,2,2,2,"League of Legends","PC",15,"Fun",5,2,3,1,2,0,2,3,1,3,1,3,0,1,2,2,1,2,1,"Male",18,"Student","High School","Germany","Germany","Multiplayer",3,9,29,0
13665,0,1,1,0,2,2,2,"Not difficult at all",4,3,2,3,6,"League of Legends","PC",20,"Competition",40,1,0,0,1,0,1,0,0,0,0,2,1,0,0,0,0,1,1,"Male",18,"Employed","High School","USA","USA","Multiplayer",8,18,7,0
13666,0,0,0,0,0,0,0,"Not difficult at all",6,6,6,4,5,"League of Legends","PC",75,"Competition",20,1,0,1,2,2,3,1,3,3,0,3,2,0,2,3,0,1,2,"Male",19,"Student","High School","USA","USA","Singleplayer",0,27,27,0
13667,1,0,0,0,0,0,0,"Very difficult",3,5,2,2,6,"League of Legends","PC",8,"Competition",20,2,0,0,0,2,0,1,0,0,2,0,0,0,0,1,1,3,3,"Male",18,"Student","High School","Malaysia","Malaysia","Singleplayer",1,18,12,0
13668,0,3,0,0,0,0,3,"Not difficult at all",1,4,5,6,1,"League of Legends","PC",40,"Competition",10,0,0,2,3,0,0,0,2,2,0,4,0,0,0,0,0,0,1,"Female",24,"Employed","PhD","USA","USA","Multiplayer",6,17,13,0
13670,1,0,0,0,0,1,0,"Somewhat difficult",6,6,6,6,5,"Other","Console",20,"Fun",0,0,1,1,2,3,3,3,1,2,2,2,1,0,2,3,1,1,1,"Male",20,"Unemployed","None","USA","USA","Singleplayer",2,29,28,0
13671,2,2,2,1,0,2,1,"Somewhat difficult",3,2,2,2,4,"League of Legends","PC",18,"Fun",2,0,1,1,2,2,3,2,1,1,2,2,1,1,2,1,1,2,1,"Male",18,"Student","High School","Spain","Spain","Multiplayer",10,13,25,1
13672,2,1,2,0,0,1,1,"Somewhat difficult",5,5,6,5,4,"League of Legends","PC",20,"Fun",10,4,2,0,2,1,1,1,2,2,2,0,0,2,1,1,3,3,3,"Male",19,"Student","High School","USA","Dominican Republic","Multiplayer",7,25,27,0
